City,Community,Pincode,Active Registrations,Lat,Lon,,March-2024,April-2024,May-2024,June-2024,July-2024,August-2024,September-2024,October-2024,November-2024,December-2024,January-2025,February-2025,March-2025,April-2025,May-2025,June-2025,July-2025,August-2025,March-2024,April-2024,May-2024,June-2024,July-2024,August-2024,September-2024,October-2024,November-2024,December-2024,January-2025,February-2025,March-2025,April-2025,May-2025,June-2025,July-2025,August-2025
Hyderabad,C0211,500081,33,17.455539,78.364398,,241.3758929,252.6042614,,75.6,137.4,92.4,52.1,113.9,55.5,53.3,81.1,57.3,76.6,64.6,57,57.3,77.4,72.5,0,0,0,31,41,31,38,31,31,31,31,31,28,25,19,17,19,22
Hyderabad,C0212,500058,1,17.3080403,78.5263305,,428,462,381,475,373,322,522.8,558,415,415,424,456,458,643,468,578,595,70,71,61,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Hyderabad,C0213,500058,36,17.3698224,78.5753117,,12.1,43.9,45.5,76.4,86.5,81.4,115.2,77,79.3,88.8,54.3,55.9,88.2,58.2,59,66.3,69.4,65,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,38,40,43
Hyderabad,C0214,500087,21,17.4999105,78.5515117,,35.9,256.1,56.1,60.6,58.4,72.9,68.5,66,43.3,100.7,49.7,90.5,76.7,53.3,75.2,67.7,91.4,64.6,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Hyderabad,C0215,500010,62,17.5288613,78.5366128,,50.4,65.4,50.5,64.5,71.4,61.1,109.9,64.3,51.7,78.4,42.1,53.9,75.3,66.6,59.9,86.2,58.6,63.7,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,23,21,24
Hyderabad,C0216,500019,32,17.4552349,78.2992195,,117.5,119.8,96.9,72.2,103.2,89.6,105,137.9,104.4,84,94.9,74.7,82.8,92.2,80.4,107.4,84,56.9,71,61,38,65,29,64,66,67,67,63,60,60,63,58,52,54,52,56
Hyderabad,C0217,500084,20,17.4639176,78.3416883,,62,37.6,42.4,41.5,60.8,49.6,54.4,84.9,59.3,49.2,56.3,46.3,68.3,67.6,35.6,38.2,60.6,50.1,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,41,40,48
Hyderabad,C0218,500050,22,17.4977709,78.3348752,,58.1,70.6,71.2,67.8,35.7,49.5,35,92,50,34.3,44.8,43.4,41.7,58.5,57.8,47.9,66.1,48.3,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,60,58,61
Hyderabad,C0219,500018,5,17.46575,78.408275,,241.3758929,252.6042614,,,10.9,9.4,6,6.2,5.3,8.8,23.3,13.1,22.8,18.4,31.2,27.4,24.6,43.7,0,0,0,0,17,12,12,14,10,14,12,12,12,12,12,14,12,12
Hyderabad,C0220,502032,55,17.4462172,78.2821393,,185.3,130.9,153.5,93.2,71.2,58.5,51.8,56.5,49.7,45.6,54.9,49.4,47.6,39.1,64.3,56.8,46.3,42.4,71,61,33,37,32,36,36,27,29,26,26,23,27,27,21,22,21,24
Hyderabad,C0221,500067,16,17.5173561,78.4855089,,51.8,64.9,21.7,41.8,54.5,51.7,26.1,23.6,42.5,41.4,29.6,26.2,28.5,17.7,45.7,49,24.5,41.1,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,41,40,48
Hyderabad,C0222,500018,19,17.4727898,78.3083811,,37.6,49.7,70,52,55.8,85.2,64.3,61.8,65.3,56.4,73.9,51.6,106.6,47.1,46.8,38.3,70.1,38.9,71,61,38,65,29,64,66,67,67,63,60,60,63,58,52,50,52,55
Hyderabad,C0223,500019,25,17.4803773,78.315475,,30.8,42.4,51,52.9,42.1,57.7,42.4,45,37.4,58.4,47.8,46.9,52.9,41,61.3,46.9,67.6,37.2,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Hyderabad,C0224,500072,10,17.4875418,78.3953462,,50.7,62.6,36.6,33.1,38.6,33.7,27.8,45.5,62.2,54.1,63,31.4,49.8,40.2,33.7,50.8,27.6,36.6,71,61,33,37,32,36,36,27,29,26,26,23,27,27,21,23,22,24
Hyderabad,C0225,502032,14,17.509078,78.3001221,,42.3,83.2,101.8,65.8,69.8,72.2,74.4,91.5,46,42.7,55.9,38.6,74,78.7,47,57.9,42.4,36.5,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,41,39,44
Hyderabad,C0226,500049,18,17.5352112,78.3560915,,241.3758929,28.8,6.7,12.8,7.2,10.2,18.6,0,0,0,5.9,0,4.6,3.6,5.9,20.7,54,35.7,0,23,26,24,24,23,22,0,0,0,21,0,21,22,21,22,20,21
Hyderabad,C0227,500077,28,17.297533,78.432693,,241.3758929,252.6042614,,,14.6,40.9,39.9,51.7,27.3,33.8,33.8,30.9,18.7,12,26.6,33.8,27.2,34.9,0,0,0,0,55,52,50,50,56,54,54,52,58,51,41,43,42,47
Hyderabad,C0228,500052,10,17.4212424,78.4406451,,31.3,6.9,16.1,14.9,6.1,20.1,23.8,14.6,41.1,12,26.4,21.6,23.2,14.2,25.5,19.1,13.4,34.5,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,17,19,22
Hyderabad,C0229,500094,13,17.484525,78.54408,,28.5,37.1,17.7,25.9,45.2,36.1,47.8,53,43.1,50.8,26,25.5,41.9,35.9,20.1,28.8,31.7,30.3,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,42,40,44
Hyderabad,C0230,500079,37,17.3311345,78.5355606,,0,0,12.4,0,1.9,13.5,1.9,0,2.1,0,0,0,1.9,0,0,23.4,43.2,28.5,0,0,73,0,68,68,60,0,75,0,5,0,20,0,0,13,15,15
Hyderabad,C0231,500072,11,17.4889094,78.3867779,,40.1,36.5,57.7,37.5,25.9,43.9,21.5,29,23.7,26.8,36.3,16.3,34,30.2,25.7,26.8,33.7,27.3,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,41,39,44
Hyderabad,C0232,500032,9,17.4386522,78.3557684,,21.2,28.2,39.3,54.8,18.8,23.4,27.8,38.1,34.7,20.3,52.3,32.7,21.1,31.8,25.9,25.5,23.8,26.7,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Hyderabad,C0233,500075,28,17.3905983,78.338351,,91.6,45.3,3.7,0,10.3,4.8,16.1,15.9,29.9,21.2,17.4,15.6,35.7,14.6,11.3,11.9,15.3,25.8,25,29,50,0,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Hyderabad,C0234,500081,10,17.4485835,78.3908035,,11.8,28.5,22.8,16.1,20,21.3,19.2,28.5,26.9,38.6,20.2,21.6,30.7,35.9,28,27.5,34.6,23,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Hyderabad,C0235,500068,26,17.453482,78.3682,,241.3758929,252.6042614,,,105.8,31.7,47.8,30.6,43.4,32.4,23.8,26.7,21.6,36.8,7,21.7,11.9,21.4,0,0,0,0,29,64,66,67,67,63,60,60,63,58,52,50,52,55
Hyderabad,C0236,500084,9,17.463059,78.361078,,241.3758929,252.6042614,4.3,11.1,27.4,14.9,5.5,8.6,4.4,3,8.6,3.7,3.4,8.5,4.9,3.3,4.2,4.3,0,0,17,22,18,18,16,20,16,23,5,21,20,13,15,16,14,15
Hyderabad,C0237,500085,19,17.4901821,78.38713424,,11.6,66.6,26.6,13.7,18.1,3.8,14,13,3.8,15.6,11.3,0,6.1,4.9,0,0,1.5,2.4,33,33,33,33,33,33,33,33,33,33,0,0,33,33,0,0,33,33
Hyderabad,C0238,500094,36,17.5006586,78.5522438,,145.9,315.3,169.2,157.5,155,144,190.7,39.3,0,0,0,0,0,0,0,0,0,0,71,61,38,65,29,64,66,67,0,0,0,0,0,0,0,0,0,0
Hyderabad,C0239,500019,38,17.4797248,78.3092118,,39.3,29,67.7,34.3,59.4,35.1,23.4,15,,,,,,,,,,,36,36,46,46,46,44,43,43,0,0,0,0,0,0,0,0,0,0
Hyderabad,C0240,500008,0,17.378018,78.419543,,241.3758929,252.6042614,13.6,48.6,62.9,30,62.1,36,42,36.3,11,,,,,,,,0,0,34,31,41,31,38,31,31,31,0,0,0,0,0,0,0,0
Kolkata,C0241,700027,75,22.5251784,88.3308634,,248.8,520.7,60.4,142.2,396.2,369.7,481.5,458.2,431.5,365.8,494.5,345.8,361.2,404.1,530.7,383.9,439.6,508.5,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,40,39,47
Kolkata,C0242,700107,74,22.6146092,88.3769968,,304.7,386.5,448.2,318.8,378,450.8,382.9,405.9,470.5,352.5,481,331.3,335,141,551.8,328.3,322.8,444.1,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,22,20,23
Kolkata,C0243,700019,77,22.536554,88.3578212,,472.4,537.2,111.6,212.6,485.9,432,372.7,432.7,313.7,399.5,318.8,378.1,402.7,402.7,507.1,417.4,494.1,439.6,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,41,39,44
Kolkata,C0244,700064,61,22.5796842,88.414312,,240.8,257.8,259.4,308.7,492.6,443.3,330.3,445.1,245.2,295.5,293.1,265.3,371.6,314.5,256.2,500.2,292,333.2,71,61,33,37,32,36,36,27,29,26,26,23,27,27,21,22,21,24
Kolkata,C0245,700107,45,22.6146092,88.3769968,,134,221.4,147.3,90.8,183.4,393.4,167.4,250.2,263,271.9,311.9,269.8,236.7,218,241.5,291.4,221.9,244.5,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,41,39,47
Kolkata,C0246,700053,52,22.5090392,88.3329427,,165.5,313.8,54.1,95.5,178.1,258.7,256.4,248.8,196.1,202.3,202.4,191.4,214.4,327.8,198.5,215.1,303.2,242.4,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Kolkata,C0247,700025,46,22.5332356,88.3459362,,274.6,274,67.1,211.6,230.5,174,153.9,299.4,229.8,218.8,256.2,198.7,265.2,224.8,206.9,156.9,276.7,224,71,61,38,65,29,64,66,67,67,63,60,60,63,58,52,50,52,55
Kolkata,C0248,700026,35,22.518473,88.3657937,,238.7,210.3,0,125.9,179.7,241.5,245.1,224.6,160.8,192.6,217.8,180.7,239.9,213.2,312.2,223.5,242.1,206.2,37,38,0,48,48,39,61,46,54,54,58,58,64,54,39,37,39,47
Kolkata,C0249,700135,42,22.5675683,88.5174492,,167.6,177.3,156,82.8,126.8,160.6,180.3,150.6,177.8,171,199.5,137.8,132.1,99.3,209.8,214.9,238,201.1,36,36,46,46,46,44,43,43,43,42,42,43,40,42,37,39,37,39
Kolkata,C0250,700033,42,22.5022795,88.3603193,,135.1,211,57.6,158.8,166,218.5,168.1,234.4,159.5,185.5,180.6,141.2,188.3,153.6,218.2,197.4,253.9,194.7,45,47,45,47,53,49,53,56,44,42,47,49,51,47,40,41,39,44
Kolkata,C0251,700015,27,22.5563167,88.388763,,159.8,214.9,187.2,85,162.4,218,210.5,263.6,133.8,174.9,185.8,122.8,121.8,122.2,186.8,164.7,214.8,173.2,49,55,34,35,32,35,39,33,34,30,32,43,40,39,34,36,35,37
Kolkata,C0252,700054,41,22.5802167,88.3905869,,1.8,207.5,101.1,84.2,97.6,156.7,166.7,188.3,86.7,154.2,124.6,85.2,81.9,93.4,170.3,133.5,124.8,168.8,52,54,70,62,66,56,61,53,55,51,41,35,43,48,38,40,39,42
Kolkata,C0253,700034,37,22.5015719,88.3209437,,90.3,150.9,8.5,0,246.4,106.3,101.9,125.9,125.5,124,131,90.8,125.5,122.6,116.9,119.7,97.8,153.1,56,58,58,0,53,56,63,58,58,49,49,49,49,51,51,53,51,51
Kolkata,C0254,700084,54,22.454687,88.3900833,,131.8,242,0,195.3,154.8,183.2,162.5,192.7,118.5,217.3,176.7,117.4,172.5,147.7,162.3,231.3,141.8,152.9,44,43,0,51,48,48,48,44,46,42,38,38,40,47,29,30,29,35
Kolkata,C0255,700156,33,22.572646,88.363895,,26.6,138.1,69.3,18.6,123.8,109.7,108.1,144.9,110.7,142.7,117.4,114.7,102.6,105.9,139.6,156.9,185.1,149.1,56,63,73,70,68,68,60,70,75,65,5,21,20,13,15,13,15,15
Kolkata,C0256,700045,37,22.5012565,88.3594852,,194.7,130.2,125.2,91.4,184.8,141.8,153.5,128.2,147.1,128.6,161,135.9,143.9,129.7,150.7,186.4,227.7,149,71,71,30,27,27,27,25,28,28,31,31,31,31,30,33,31,33,32
Kolkata,C0257,700063,34,22.4625372,88.3155256,,109.6,109.3,39.3,8.6,243.8,154.9,70.3,142.8,70.5,216.4,99.4,140.3,133.4,180.3,93.2,134,165.4,134.1,72,74,50,36,36,62,69,69,57,57,64,57,71,64,57,55,57,61
Kolkata,C0258,700094,32,22.6146092,88.3769968,,74.6,108.2,46,71.6,113,117.2,102.7,101.3,125.6,134.8,108.1,98,134.6,92,101.7,205.7,149,129.2,87,87,17,22,18,18,16,20,16,23,5,21,20,13,15,16,14,15
Kolkata,C0259,700156,25,22.5625337,88.4953013,,88.2,91.5,74.1,33.9,72.5,123,105.9,94.4,140.7,136.1,132.7,114.7,121.3,90,117.1,84.8,132.4,120.7,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,17,19,22
Kolkata,C0260,700089,56,22.6107101,88.4270602,,101.3,137.9,89.2,120.5,225.3,177,104,155.5,134.9,85.8,129.6,116.9,154.6,159,201,160.9,166,108.2,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,23,21,28
Kolkata,C0261,700080,56,22.932398,88.7345185,,76.9,94.3,114.2,99.7,89.4,135.6,123.2,219.1,153.7,137.1,133.7,159.4,140.5,140.7,145.6,130,162,103.3,33,33,26,24,24,23,22,24,21,22,21,24,21,22,21,22,20,21
Kolkata,C0262,700017,26,22.5409396,88.3681347,,73.1,191,89,48.5,70.2,106.8,30.3,72.9,79.7,92.6,70.3,115.9,75.8,60.1,77,79.1,87,101.9,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,41,39,47
Kolkata,C0263,741246,32,22.572646,88.363895,,0,183.9,22.8,36.4,67.7,70.8,77.5,20.7,78.2,,190,60.1,,119.5,87.3,39.3,87.2,100.8,0,37,39,28,22,28,17,33,22,0,17,28,0,39,22,20,22,26
Kolkata,C0264,700005,31,22.598252,88.358005,,65.1,96.8,51.1,110.6,105.5,125,150.2,105.5,33.2,83.3,85.1,58.2,71.3,50.9,70.2,116.1,76.2,96.8,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Kolkata,C0265,700104,27,22.4518108,88.3013591,,52.3,62.5,9.7,69,100.5,92.3,37.5,92,87.8,122.9,67.5,97.1,107.8,106.7,89.9,95.6,102.8,96.7,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,40,38,47
Kolkata,C0266,700006,16,22.572646,88.363895,,58.2,65.5,38.6,20.3,59,70.6,54.2,36.5,28,74.9,36.6,48.2,44,87.3,105.4,127.4,122.6,89,71,61,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Kolkata,C0267,700124,42,22.7247556,88.4789351,,75.7,130,40.5,150.3,124,80.4,91,61.1,32.5,174.5,120.5,110.4,7.2,131.1,56.6,75.9,74.5,88.8,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,23,21,28
Kolkata,C0268,711403,37,22.614096,88.276561,,131.8,197.8,89.2,,235.3,72.6,123,67.6,134.6,53.8,106.4,110,84.1,55.6,78.1,54.5,93.4,85.9,28,44,33,0,32,36,36,27,29,26,26,23,27,27,21,22,20,23
Kolkata,C0269,700042,14,22.5195362,88.3827505,,31.2,41.8,0,25.6,34,23.1,21.8,34.7,24.2,29.3,38.8,43.4,31.6,28.9,18.1,30.8,34.6,74.6,25,29,0,58,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Kolkata,C0270,700029,8,22.5270536,88.3527005,,59.2,62.8,57.9,7.6,106.9,57.6,56.5,87.8,74.1,48.5,116,58.4,69.2,60.7,86.1,59.1,91.5,66,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,20,18,22
Kolkata,C0271,700046,16,22.5503827,88.3803642,,57.6,44.7,21,30.1,23.2,25.3,67.6,38,55.7,40.3,64.8,59.3,92,74,52.1,58.4,65.8,64.5,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Kolkata,C0272,700055,32,22.6420109,88.4311688,,50.1,67.6,47.5,62.8,72.5,72.9,79.9,54,104.1,42.9,40.6,69.5,86.9,71.3,75.5,62.6,68.3,62.3,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,57,59,60
Kolkata,C0273,700015,19,22.554164,88.389265,,241.3758929,252.6042614,,,,50.9,50.6,69.5,65.9,66.2,51.1,48.6,61.5,78.7,56.2,62.1,80.2,60,0,0,0,0,0,52,50,50,56,54,54,52,58,51,41,43,41,47
Kolkata,C0274,700010,8,22.5628793,88.3962477,,241.3758929,24.5,16.8,50.9,25.1,20.4,57.2,33.5,32.9,55.1,51.7,58.9,29.9,18.3,59.6,44.5,54,57,0,38,57,48,48,39,61,46,54,54,58,58,64,54,39,37,39,47
Kolkata,C0275,700095,9,22.572646,88.363895,,42.6,65,0,78.2,72.4,78.2,91.1,46.6,49.9,42.8,52.6,35.8,38.2,61.5,60.2,55.7,60.4,54.1,25,29,0,58,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Kolkata,C0276,700136,22,22.6236287,88.44098,,241.3758929,46.4,64,20.5,19.1,28.4,34.3,28.5,19.3,17.5,39.2,27.8,34.3,41.3,30.3,36.8,50.4,52.3,0,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Kolkata,C0277,700046,7,22.5456855,88.3847766,,29.8,43.7,13.4,14.2,52.3,22.8,22,28,25.2,52.8,52,17.7,43.3,31.4,25.8,28.3,63.1,49,71,61,38,65,29,64,66,67,67,63,60,60,63,58,52,50,52,55
Kolkata,C0278,700107,11,22.6146092,88.3769968,,30.9,58.7,24.7,53.9,17.9,28.2,29.3,22.5,22.9,22.5,20.8,17.9,37.6,30.8,33.7,40.3,23.7,48.8,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,61,59,61
Kolkata,C0279,700052,18,22.572646,88.363895,,90.6,74.8,99.2,25.8,49.1,96.5,65.3,62.6,55.1,11.4,63.2,26.7,38.4,33.1,39.8,40.3,51.6,48.1,71,61,38,65,29,64,66,67,67,63,60,60,63,58,52,50,52,55
Kolkata,C0280,700156,11,22.5652141,88.463916,,48,122.1,110.8,26.5,57.2,87.5,112.8,57.6,130.7,72.6,74.1,69.7,62.7,49,72.6,54.4,69.2,47.9,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,57,59,60
Kolkata,C0281,700140,21,22.4976413,88.2739888,,35.8,54.1,35.4,,54.9,20.1,37.1,46.7,64.1,36,27.6,42.7,43.4,59.9,78.1,44.4,48.5,47.5,37,38,57,0,48,39,61,46,54,54,58,58,64,54,39,37,39,47
Kolkata,C0282,700046,18,22.5375284,88.3930017,,101.8,86.9,70.8,27.2,48.8,67.6,44.2,61.6,62.1,64.9,62.9,58.2,42.3,37.7,47.2,74.8,37.2,47.3,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,41,39,47
Kolkata,C0283,711302,17,22.5943202,88.2437502,,24.6,75.8,0,,86.2,53.3,45.9,9.8,53,10.3,37.8,19.4,39.2,28.9,29.8,18.9,35.1,41,37,38,0,0,48,39,61,46,54,54,58,58,64,54,39,41,39,47
Kolkata,C0284,700015,9,22.5563167,88.388763,,214,269.9,117.1,123.2,172.4,41.4,6.4,33.5,25.7,71.1,43.3,18,38,43.8,15.9,36.4,24.2,40.4,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,38,40,43
Kolkata,C0285,700074,9,22.6200824,88.4012297,,19.6,16.1,22.1,20.4,32,60.2,48.1,44.7,12.5,37.3,32,49,31.6,34.7,32.4,31,17,35.8,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,17,19,22
Kolkata,C0286,700045,7,22.5121451,88.3636952,,17.4,62,0,42.8,8.4,32.5,28.4,27.5,30,20.1,24.5,14.8,32.7,14.8,46.9,11,55.2,34.1,28,44,0,37,32,36,36,27,29,26,26,23,27,27,21,22,21,24
Kolkata,C0287,700046,6,22.543113,88.370998,,241.3758929,252.6042614,,,,27,28.4,28.6,36.7,72,34.4,36,46.1,46.7,45.1,30.6,46.3,32.6,0,0,0,0,0,64,66,67,67,63,60,60,63,58,52,54,52,56
Kolkata,C0288,700033,17,22.4929402,88.3427552,,20,33.1,0,45.4,12.5,63,18.5,52.5,24.6,29.5,34.8,11,14.1,35.7,15.8,17.8,12.1,31,56,56,0,63,7,50,60,64,59,63,65,61,62,64,59,60,58,61
Kolkata,C0289,700095,12,22.494587,88.3616811,,13.9,38.3,35.3,10.5,32,36.3,24.8,31.8,44.9,30.9,30.5,24.5,24,71.7,82.7,36.3,22,30.7,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Kolkata,C0290,700104,6,22.440831,88.29813,,5.7,9.5,25.2,1.8,11.1,8.1,8.7,9.9,3.5,30.9,16.5,19,20.7,52.9,32.1,29.2,38.8,30.4,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,61,59,61
Kolkata,C0291,700047,6,22.4660129,88.3928446,,21.2,26.7,,34.8,43.7,33.7,17.9,43.4,25.5,17.2,8.9,21.7,34.8,26.5,30.3,23.4,20.4,29.2,37,38,0,48,48,39,61,46,54,54,58,58,64,54,39,41,39,47
Kolkata,C0292,700084,22,22.459523,88.399981,,241.3758929,4.1,0,26,52.9,54.5,32.7,32,37.5,34.6,33.7,28.3,22.2,38.5,42.8,39,37.5,23.9,0,61,0,28,22,28,17,33,22,33,17,28,33,39,22,24,22,28
Kolkata,C0293,700029,4,22.5139921,88.357384,,34.6,22.6,0,5.3,11.5,36.4,36.5,24.5,37.9,51.9,34.6,29.5,32.4,24.8,17.2,31.7,31.6,22.5,25,29,0,58,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Kolkata,C0294,700046,6,22.543612,88.387147,,241.3758929,252.6042614,,,,14.6,25.1,32.6,25.3,7.6,27.6,19.2,17,24.3,14,27,21.1,16.7,0,0,0,0,0,42,45,41,46,48,46,48,49,46,46,44,46,46
Kolkata,C0295,711102,20,22.569442,88.312673,,7.8,29.3,0,,55.7,14.6,15.1,49.6,26.8,20.5,54,2.7,16.9,0,18.5,,11.5,15,36,36,0,0,46,44,43,43,43,42,0,43,40,0,37,0,37,37
Kolkata,C0296,700029,8,22.5270536,88.3527005,,37,19.5,0,25.3,16.1,18.4,11,35.7,37.5,23,13.3,15.2,24,23.7,29,23.9,17.8,14.8,56,56,0,63,7,50,60,64,59,63,65,61,62,64,59,61,59,61
Kolkata,C0297,700084,11,22.460363,88.4013398,,11.7,27.6,,10.5,20.9,13.8,13.2,17.2,15.1,22.1,14.7,9.8,11.4,41.6,46.4,19.7,30.5,14.3,45,47,0,47,53,49,53,56,44,42,47,49,51,47,40,41,39,44
Kolkata,C0298,700135,5,22.56553,88.51349,,241.3758929,252.6042614,,,,18.8,1.5,,1.7,3.8,11.6,10.8,11.1,5.9,5.5,28,8.4,11.9,0,0,0,0,0,87,85,0,87,87,85,85,83,86,86,84,86,85
Kolkata,C0299,700015,5,22.559192,88.380262,,241.3758929,252.6042614,,,,12.4,8.6,8.5,35.2,4.3,33,21.8,10.4,29,16.4,9.6,12.9,10.3,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,35,33,33
Kolkata,C0300,700033,9,22.5030032,88.3453809,,11.4,0,0,0,1.7,30,12.1,11.2,0,29.4,18.4,10,7.7,16.4,8.5,20.7,28.8,9,54,0,0,0,62,46,57,57,0,57,57,57,57,43,50,48,50,50
Kolkata,C0301,700054,16,22.5799212,88.3974452,,241.3758929,23.6,10.2,31.4,11.9,2.9,5.3,35,21.5,2.6,0,6.1,,4.8,2,,,7.8,0,67,73,70,68,68,60,70,75,65,0,49,0,72,65,0,0,67
Kolkata,C0302,743144,4,22.572646,88.363895,,2.6,1.4,0,,28.4,9.8,11.5,13.5,7.7,11.3,13.8,8.3,5.4,,9,10,16,0,56,63,0,0,53,56,63,58,58,49,53,51,50,0,51,49,51,0
Kolkata,C0303,711403,14,22.615313,88.287535,,18,1.4,0,,26.2,,5,0,2.7,1,0,,0,,0,,2.7,,41,41,0,0,41,0,41,0,42,43,0,0,0,0,0,0,42,0
Mumbai,C0304,400101,100,19.1949855,72.8751127,,334.3,218.8,354.3,290.9,232.2,367.1,267.1,306.4,436.3,290.7,307.7,233.9,240,250.6,250.2,220.5,220.9,354.2,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,40,39,47
Mumbai,C0305,400614,149,19.019952,73.037157,,241.3758929,252.6042614,,,,,,,,,,0,30.2,60.8,58.5,108.1,306.5,297.6,0,0,0,0,0,0,0,0,0,0,31,0,28,25,19,20,19,22
Mumbai,C0306,400101,94,19.1965002,72.877464,,256.3,138.7,186.7,212.8,197.3,250.7,197.8,245.8,230.4,176.4,239.3,203.9,201.7,210.8,207.1,183.6,196.5,288.5,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,38,40,43
Mumbai,C0307,410206,135,18.996528,73.11489,,241.3758929,252.6042614,,,,,,78.5,163.3,81.7,113.9,180.6,188.3,387,207.3,179.6,152.9,266.8,0,0,0,0,0,0,0,54,53,50,51,50,50,50,47,45,47,48
Mumbai,C0308,400028,67,19.0153028,72.8372408,,227.5,116.6,234.4,230.6,192.1,300.3,203.2,267.4,239.7,184.9,250.8,217.1,192.4,239.9,241.7,239,281.2,254.4,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,23,21,28
Mumbai,C0309,400063,56,19.1550326,72.8552438,,126,100.4,119.4,80.4,78.2,169,103.7,146.6,161.5,116.2,144.2,145.7,116.9,113.3,149.8,135.2,155.6,215.5,25,23,62,62,62,46,57,57,50,57,57,57,57,43,50,48,50,50
Mumbai,C0310,400706,83,19.0411973,73.0095175,,180.9,212.2,163.4,168.4,245.6,209.9,155.4,321.8,217,252.8,217.4,181.8,211,274.6,199.7,234,237.6,210.7,71,61,39,28,22,28,17,33,22,33,17,28,33,39,22,23,22,28
Mumbai,C0311,400016,67,19.0282347,72.8785587,,145.7,147.4,261.3,122.1,147.6,303,150.4,322.9,180.6,143.1,269.2,205.8,170.8,249.7,184.5,144.2,231.1,207.4,14,19,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Mumbai,C0312,410206,119,18.99238828,73.13692662,,241.3758929,252.6042614,,,,,,,,,,,,215.1,172.7,187.8,255.2,192.1,0,0,0,0,0,0,0,0,0,0,17,0,0,39,22,23,22,27
Mumbai,C0313,400080,95,19.168845,72.936237,,241.3758929,252.6042614,,84.8,145.8,292.6,194.8,249.3,262.3,229.9,296.5,192.9,248.1,217.8,195,265.3,248,188.5,0,0,0,63,7,50,60,64,59,63,65,61,62,64,59,61,59,61
Mumbai,C0314,400022,239,19.034407,72.870215,,241.3758929,252.6042614,8.6,25.6,51,63.7,62.1,93.8,144.7,157.7,379.2,292.1,204.7,374.5,298.8,198.1,189.5,181.2,0,0,43,42,42,42,45,41,46,48,46,48,49,46,46,44,46,46
Mumbai,C0315,410210,74,19.0473216,73.0699046,,181.4,130.2,196.7,159.8,172.6,165.2,169.7,232.1,144.5,197.4,172.2,137,128.7,222.9,200.2,162,279,180.9,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,17,19,22
Mumbai,C0316,410218,236,19.0372683,73.1029506,,241.3758929,16.6,35.8,109.2,42.8,16.6,0,25,0,5.2,0,0,80.7,167.3,124.1,122.3,162.4,178.7,0,29,50,58,55,52,0,50,0,54,54,0,58,51,41,39,41,46
